dataset,accuracy_1,accuracy_2,accuracy_3,accuracy_mean,accuracy_std,error_1,error_2,error_3,f1score_1,f1score_2,f1score_3,f1score_mean,f1score_std,model_1,model_2,model_3,precision_1,precision_2,precision_3,precision_mean,precision_std,recall_1,recall_2,recall_3,recall_mean,recall_std,time_1,time_2,time_3
phpYLeydd,0.657756177,,,0.657756177,0,,,,0.652402613,,,0.652402613,0,"best classifier: weka.classifiers.meta.AdaBoostM1
arguments: [-P, 56, -I, 118, -S, 1, -W, weka.classifiers.trees.J48, --, -J, -A, -M, 6, -C, 0.2814136752665706]",,,0.654433149,,,0.654433149,0,0.657756177,,,0.657756177,0,1794,,
phpZrCzJR,0.991372549,,,0.991372549,0,,,,0.990211503,,,0.990211503,0,"best classifier: weka.classifiers.functions.MultilayerPerceptron
arguments: [-L, 0.9016538469375728, -M, 0.36063042122350475, -H, a, -R, -D, -S, 1]",,,0.990840203,,,0.990840203,0,0.991372549,,,0.991372549,0,1597,,
phpbL6t4U,0.991086832,,,0.991086832,0,,,,0.991079551,,,0.991079551,0,"best classifier: weka.classifiers.meta.AdaBoostM1
arguments: [-P, 100, -I, 10, -Q, -S, 1, -W, weka.classifiers.trees.RandomForest, --, -I, 43, -K, 0, -depth, 20]",,,0.991093364,,,0.991093364,0,0.991086832,,,0.991086832,0,1712,,
phpchCuL5,1,,,1,0,,,,1,,,1,0,"best classifier: weka.classifiers.trees.REPTree
arguments: [-M, 9, -V, 0.0032399393731372215, -L, -1, -P]",,,1,,,1,0,1,,,1,0,1510,,
phpdReP6S,0.933753943,,,0.933753943,0,,,,0.910884369,,,0.910884369,0,"best classifier: weka.classifiers.functions.MultilayerPerceptron
arguments: [-L, 0.9016538469375728, -M, 0.36063042122350475, -H, a, -R, -D, -S, 1]",,,0.912950573,,,0.912950573,0,0.933753943,,,0.933753943,0,1617,,
phpdo58hj,0.8125,,,0.8125,0,,,,0.810222672,,,0.810222672,0,"best classifier: weka.classifiers.functions.SGD
arguments: [-F, 0, -L, 0.0591293069984257, -R, 5.644193619202823E-12, -N]",,,0.814583333,,,0.814583333,0,0.8125,,,0.8125,0,1589,,
phpfLuQE4,0.786153846,0.786153846,0.786153846,0.786153846,0,,,,0.786141193,0.786141193,0.786141193,0.786141193,0,"best classifier: weka.classifiers.lazy.IBk
arguments: [-K, 3, -I]","best classifier: weka.classifiers.lazy.IBk
arguments: [-K, 3, -I]","best classifier: weka.classifiers.lazy.IBk
arguments: [-K, 3, -I]",0.788458125,0.788458125,0.788458125,0.788458125,1.11E-16,0.786153846,0.786153846,0.786153846,0.786153846,0,1540,1527,1533
phpfrJpBS,0.932098765,,,0.932098765,0,,,,0.933277998,,,0.933277998,0,"best classifier: weka.classifiers.rules.PART
arguments: [-M, 1]",,,0.93580549,,,0.93580549,0,0.932098765,,,0.932098765,0,1514,,
phphQEck0,0.886933812,,,0.886933812,0,,,,0.885721285,,,0.885721285,0,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]",,,0.884840054,,,0.884840054,0,0.886933812,,,0.886933812,0,1544,,
phpkIxskf,0.899407237,,,0.899407237,0,,,,0.881399058,,,0.881399058,0,"best classifier: weka.classifiers.meta.Bagging
arguments: [-P, 74, -I, 4, -S, 1, -W, weka.classifiers.rules.PART, --, -N, 4, -M, 44, -R, -B]",,,0.884049409,,,0.884049409,0,0.899407237,,,0.899407237,0,1568,,
phpmPOD5A,0.94678384,,,0.94678384,0,,,,0.929892851,,,0.929892851,0,"best classifier: weka.classifiers.meta.RandomSubSpace
arguments: [-I, 4, -P, 0.7735350708070846, -S, 1, -W, weka.classifiers.trees.J48, --, -O, -B, -M, 1, -C, 0.364431932692619]",,,0.934478636,,,0.934478636,0,0.94678384,,,0.94678384,0,1533,,
phpmcGu2X,0.803703704,,,0.803703704,0,,,,0.821261101,,,0.821261101,0,"best classifier: weka.classifiers.bayes.NaiveBayesMultinomial
arguments: []",,,0.862522313,,,0.862522313,0,0.803703704,,,0.803703704,0,1524,,
phpn1jVwe,0.980329041,,,0.980329041,0,,,,0.977945614,,,0.977945614,0,"best classifier: weka.classifiers.trees.J48
arguments: [-S, -M, 12]",,,0.977671677,,,0.977671677,0,0.980329041,,,0.980329041,0,1586,,
phpoOxxNn,0.77,,,0.77,0,,,,0.772856824,,,0.772856824,0,"best classifier: weka.classifiers.functions.SimpleLogistic
arguments: [-S, -W, 0]",,,0.821133929,,,0.821133929,0,0.77,,,0.77,0,1591,,
phpoW7Dbi,0.894389439,,,0.894389439,0,,,,0.89439174,,,0.89439174,0,"best classifier: weka.classifiers.functions.SMO
arguments: [-C, 1.0574050316054016, -N, 0, -K, weka.classifiers.functions.supportVector.NormalizedPolyKernel -E 4.819706475007974]",,,0.894471976,,,0.894471976,0,0.894389439,,,0.894389439,0,1573,,
phprAeXmK,0.932706958,0.932706958,0.932706958,0.932706958,0,,,,0.92928379,0.92928379,0.92928379,0.92928379,0,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]",0.926504917,0.926504917,0.926504917,0.926504917,0,0.932706958,0.932706958,0.932706958,0.932706958,0,1614,1630,1621
phptd5jYj,0.84962406,,,0.84962406,0,,,,0.85072291,,,0.85072291,0,"best classifier: weka.classifiers.functions.Logistic
arguments: [-R, 0.0885405771893914]",,,0.857837953,,,0.857837953,0,0.84962406,,,0.84962406,0,1646,,
phpvcoG8S,0.641976774,,,0.641976774,0,,,,0.625193533,,,0.625193533,0,"best classifier: weka.classifiers.bayes.BayesNet
arguments: [-D, -Q, weka.classifiers.bayes.net.search.local.TAN]",,,0.644657949,,,0.644657949,0,0.641976774,,,0.641976774,0,1774,,
phpvtdNPU,0,,,0,0,Timeout,,,0,,,0,0,,,,0,,,0,0,0,,,0,0,1980,,
phpxijhaP,0.984324324,,,0.984324324,0,,,,0.984323706,,,0.984323706,0,"best classifier: weka.classifiers.functions.SMO
arguments: [-C, 0.7127949742291734, -N, 0, -M, -K, weka.classifiers.functions.supportVector.PolyKernel -E 1.1133446901320447 -L]",,,0.984369687,,,0.984369687,0,0.984324324,,,0.984324324,0,1707,,
pokerhand-normalized,0.79443418,0.79443418,0.79443418,0.79443418,0,,,,0.774497666,0.774497666,0.774497666,0.774497666,0,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]",0.803999026,0.803999026,0.803999026,0.803999026,0,0.79443418,0.79443418,0.79443418,0.79443418,0,1900,1938,1903
schizo,1,,,1,0,,,,1,,,1,0,"best classifier: weka.classifiers.rules.OneR
arguments: [-B, 1]",,,1,,,1,0,1,,,1,0,1508,,
shuttle,0.998758621,,,0.998758621,0,,,,0.998532648,,,0.998532648,0,"best classifier: weka.classifiers.trees.REPTree
arguments: [-M, 1, -V, 9.732121077003388E-4, -L, -1, -P]",,,0.998415045,,,0.998415045,0,0.998758621,,,0.998758621,0,1552,,
solar-flare_1,0.797468354,,,0.797468354,0,,,,0.782581005,,,0.782581005,0,"best classifier: weka.classifiers.meta.RandomCommittee
arguments: [-I, 49, -S, 1, -W, weka.classifiers.trees.REPTree, --, -M, 8, -V, 7.540169290817892E-4, -L, -1, -P]",,,0.778658672,,,0.778658672,0,0.797468354,,,0.797468354,0,1511,,
synthetic_control,0.966666667,,,0.966666667,0,,,,0.966337912,,,0.966337912,0,"best classifier: weka.classifiers.meta.Vote
arguments: [-R, AVG, -S, 1, -B, weka.classifiers.functions.Logistic -R 0.006814498757698953, -B, weka.classifiers.functions.SMO -C 1.0905872847603886 -N 0 -M -K ""weka.classifiers.functions.supportVector.NormalizedPolyKernel -E 0.20682102676856504"", -B, weka.classifiers.functions.MultilayerPerceptron -L 0.6762975763067615 -M 0.1892714287312641 -B -H t -C -S 1, -B, weka.classifiers.lazy.IBk -K 13 -F, -B, weka.classifiers.functions.MultilayerPerceptron -L 0.8764799111629861 -M 0.21327020537190014 -B -H o -R -S 1]",,,0.970060332,,,0.970060332,0,0.966666667,,,0.966666667,0,1565,,
tumors_C,0.6,,,0.6,0,,,,0.6,,,0.6,0,"best classifier: weka.classifiers.functions.SMO
arguments: [-C, 0.8874101848849779, -N, 0, -M, -K, weka.classifiers.functions.supportVector.PolyKernel -E 3.995499668306657]",,,0.6,,,0.6,0,0.6,,,0.6,0,1660,,
umistfacescropped,0,0,0,0,0,Timeout,Timeout,Timeout,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,1980,1980,1980
vowel,1,1,1,1,0,,,,1,1,1,1,0,"best classifier: weka.classifiers.lazy.IBk
arguments: [-K, 1, -X]","best classifier: weka.classifiers.lazy.IBk
arguments: [-E, -K, 54, -X, -F]","best classifier: weka.classifiers.lazy.IBk
arguments: [-E, -K, 54, -X, -F]",1,1,1,1,0,1,1,1,1,0,1513,1640,1523
wine-quality-red,0.6975,0.6975,0.6975,0.6975,1.11E-16,,,,0.679235335,0.679235335,0.679235335,0.679235335,0,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 125, -K, 5, -depth, 14]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 125, -K, 5, -depth, 14]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 125, -K, 5, -depth, 14]",0.670371679,0.670371679,0.670371679,0.670371679,0,0.6975,0.6975,0.6975,0.6975,1.11E-16,1513,1530,1514
